doc,left,top,right,bottom,text,font_size,font_family,color,bold,italic,column,label
bartman.pdf,97,675,209,691,2000 2001,15,Times,#000000,True,False,null,null
bartman.pdf,738,680,820,696,AMPLICON,15,Times,#000000,True,False,null,null
bartman.pdf,97,700,234,716,Account Manager,15,Times,#000000,True,False,null,null
bartman.pdf,529,700,825,716,Seattle\, WA,15,Times,#000000,True,False,null,null
bartman.pdf,97,735,769,756,Generated new & existing private label vendor leasing programs through creative financing.,15,Times,#000000,False,False,null,null
bartman.pdf,97,756,776,777,Managed $20MM of a $60MM fair market value in house portfolio for end of lease buyout or,15,Times,#000000,False,False,null,null
bartman.pdf,124,781,266,797,refinancing options.,15,Times,#000000,False,False,null,null
bartman.pdf,97,792,760,818,Structured bundled lease packages\, negotiated vendor recourse and closed qualified credits.,15,Times,#000000,False,False,null,null
bartman.pdf,97,843,784,859,1997 2000 KBK CAPITAL CORPORATION / WA MU EQUIPMENT FINANCE,15,Times,#000000,True,False,null,null
bartman.pdf,97,868,239,884,Account Executive,15,Times,#000000,True,False,null,null
bartman.pdf,634,864,767,880,FORT WORTH\, TX,15,Times,#000000,True,False,null,null
bartman.pdf,124,909,761,925,Assisted in the creation of a new division by establishing contacts in target markets through,15,Times,#000000,False,False,null,null
bartman.pdf,124,929,595,945,telemarketing\, direct mailers\, trade shows and vendor relationships.,15,Times,#000000,False,False,null,null
bartman.pdf,97,944,467,965,Priced and closed competitive lending proposals.,15,Times,#000000,False,False,null,null
bartman.pdf,97,965,770,986,Prepared and submitted credit packages for approval and collaborated with in-house counsel.,15,Times,#000000,False,False,null,null
bartman.pdf,382,1011,566,1025,EDUCATION / TRAINING,13,Times,#000000,True,False,null,null
bartman.pdf,253,1029,677,1045,B.A.\, Business Administration\, University of Washington,15,Times,#000000,True,False,null,school|degree
bartman.pdf,269,1049,668,1065,Concentration: Marketing & Innovative Technology,15,Times,#000000,True,False,null,null
bartman.pdf,222,1088,707,1104,Dale Carnegie and The Organizational Productivity Institute Inc.,15,Times,#000000,True,False,null,null
bartman.pdf,204,1108,725,1124,SKILLED in Excel\, PowerPoint\, ACT\, Skype and Video Conferencing,15,Times,#000000,True,False,null,null
bartman.pdf,342,1164,576,1178,Resume Contributed for Sample Purposes Only,10,Times,#aaaaaa,False,False,null,null
bartman.pdf,738,1164,910,1178,Written by AResumeWizard.com,10,Times,#aaaaaa,False,False,null,null
bartman.pdf,375,1107,547,1127,Rsum Continued,14,Times,#000000,False,True,null,null
bartman.pdf,81,54,836,87,DAVID HARTMAN 12263 Boulevard Seattle\, WA 98104,25,Times,#000000,True,False,null,null
bartman.pdf,551,87,841,107,(206)622-1280 dhartman@yahoo.com,14,Times,#000000,False,False,null,null
bartman.pdf,317,154,612,179,SENIOR SALES EXECUTIVE,18,Times,#000000,True,False,null,null
bartman.pdf,187,184,754,206,Business Development / Consultative Sales / Account Management,16,Times,#000000,True,True,null,null
bartman.pdf,81,210,844,230,Dynamic sales executive with a 10-year track record of surpassing multimillion-dollar sales quotas,14,Times,#000000,False,False,null,null
bartman.pdf,81,231,842,251,within highly competitive markets. Exceptional communicator with a consultative sales style\, Fortune,14,Times,#000000,False,False,null,null
bartman.pdf,81,251,848,271,500 account management skills\, exceptional problem-solving abilities\, and a keen client needs,14,Times,#000000,False,False,null,null
bartman.pdf,81,272,842,292,assessment aptitude. Aggressively identify opportunities\, develop focus\, and provide tactical business,14,Times,#000000,False,False,null,null
bartman.pdf,81,292,601,312,solutions. Available for travel. Core professional competencies include:,14,Times,#000000,False,False,null,null
bartman.pdf,136,322,433,342,Strategic Sales & Marketing Campaigns,14,Times,#000000,False,False,null,null
bartman.pdf,521,322,811,342,Executive Presentation & Negotiations,14,Times,#000000,False,False,null,null
bartman.pdf,136,342,404,362,Budgeting\, Forecasting\, & Planning,14,Times,#000000,False,False,null,null
bartman.pdf,521,342,767,362,Prospecting & Lead Generation,14,Times,#000000,False,False,null,null
bartman.pdf,136,363,428,383,Key Account Acquisition & Retention,14,Times,#000000,False,False,null,null
bartman.pdf,521,363,748,383,Cross-Functional Leadership,14,Times,#000000,False,False,null,null
bartman.pdf,136,383,398,403,Staff Development & Management,14,Times,#000000,False,False,null,null
bartman.pdf,521,383,798,403,Customer Relationship Management,14,Times,#000000,False,False,null,null
bartman.pdf,220,424,703,448,PROFESSIONAL CAREER & KEY ACHIEVEMENTS,17,Times,#000000,True,False,null,null
bartman.pdf,81,469,516,489,ASSET MANAGEMENT STRATEGIES\, INC. Seattle\, WA,14,Times,#000000,False,False,null,null
bartman.pdf,725,469,841,489,2003 to present,14,Times,#000000,True,False,null,null
bartman.pdf,81,489,822,509,Global provider of capital asset auction and valuation services to large corporations and financial institutions.,14,Times,#000000,False,True,null,null
bartman.pdf,81,518,292,538,MANAGING DIRECTOR,14,Times,#000000,True,False,null,null
bartman.pdf,81,548,843,568,Report to Senior Vice President of Sales and manage a 12-person team\, with 4 director-level reports.,14,Times,#000000,False,False,null,null
bartman.pdf,81,568,842,588,Direct day-to-day activities involving the provision of turn-key asset management solutions\, including,14,Times,#000000,False,False,null,null
bartman.pdf,81,589,847,609,asset valuations\, asset redeployment\, web-based software training\, and global asset disposition,14,Times,#000000,False,False,null,null
bartman.pdf,81,609,843,629,products to Fortune 500 customers. Identify revenue opportunities with new and existing customers.,14,Times,#000000,False,False,null,null
bartman.pdf,81,630,843,650,Structure strategic proposals\, negotiate business terms\, and close sales transactions. Leverage market,14,Times,#000000,False,False,null,null
bartman.pdf,81,650,841,670,knowledge and experience to help customers maximize their returns on capital assets. Functional areas,14,Times,#000000,False,False,null,null
bartman.pdf,81,671,572,691,of responsibility include operations\, sales\, marketing\, and finance.,14,Times,#000000,False,False,null,null
bartman.pdf,81,700,265,720,Selected Accomplishments:,14,Times,#000000,False,True,null,null
bartman.pdf,135,725,843,745,Achieved #4 ranking out of 60 account managers worldwide for meeting and exceeding sales,14,Times,#000000,False,False,null,null
bartman.pdf,135,745,514,765,quotas; averaged $850\,000 in annual gross profits.,14,Times,#000000,False,False,null,null
bartman.pdf,135,770,846,790,Landed major contracts with government\, quasi government and Fortune 500 companies\,,14,Times,#000000,False,False,null,null
bartman.pdf,135,791,702,811,including Parker Drilling\, ITT Corporation\, ABB Ltd\, and Tommy Hilfiger.,14,Times,#000000,False,False,null,null
bartman.pdf,135,816,844,836,Recognized by the US Postal Service as a nominee for the 2004 Quality Supplier Award for,14,Times,#000000,False,False,null,null
bartman.pdf,135,836,729,856,helping the Postal Service benefit from supply chain management best practices.,14,Times,#000000,False,False,null,null
bartman.pdf,81,875,351,895,AUTODESK INC. Vancouver\, WA,14,Times,#000000,False,False,null,null
bartman.pdf,748,875,841,895,2001 to 2003,14,Times,#000000,True,False,null,null
bartman.pdf,81,895,843,915,Leading provider of product lifecycle management (PLM)\, computer-aided design (CAD)\, and computer-aided,14,Times,#000000,False,True,null,null
bartman.pdf,81,914,337,934,manufacturing (CAM) solutions.,14,Times,#000000,False,True,null,null
bartman.pdf,81,944,343,964,SENIOR ACCOUNT MANAGER,14,Times,#000000,True,False,null,null
bartman.pdf,81,973,844,993,Developed and executed contact strategy to optimize coverage and opportunity detection. Created,14,Times,#000000,False,False,null,null
bartman.pdf,81,993,846,1013,business plans and forecasts for vendors to maximize volume and productivity. Developed and,14,Times,#000000,False,False,null,null
bartman.pdf,81,1014,845,1034,maintained solid business relationships with customers to gain incremental business. Trained and,14,Times,#000000,False,False,null,null
bartman.pdf,81,1034,845,1054,supported vendors to provide sales and administrative tools required to meet business objectives.,14,Times,#000000,False,False,null,null
bartman.pdf,81,1055,845,1075,Provided information to management regarding product and service commitments. Prepared and,14,Times,#000000,False,False,null,null
bartman.pdf,81,1075,641,1095,submitted comprehensive credit applications for lending decisions.,14,Times,#000000,False,False,null,null
bartman.pdf,393,607,645,925,After,236,Times,#000000,False,False,null,null
bartman.pdf,342,1164,576,1178,Resume Contributed for Sample Purposes Only,10,Times,#aaaaaa,False,False,null,null
bartman.pdf,738,1164,910,1178,Written by AResumeWizard.com,10,Times,#aaaaaa,False,False,null,null
bartman.pdf,81,54,548,83,DAVID HARTMAN,22,Times,#000000,True,False,null,null
bartman.pdf,764,63,841,81,Page 2 of 2,13,Times,#000000,True,False,null,null
bartman.pdf,81,116,265,136,Selected Accomplishments:,14,Times,#000000,False,True,null,null
bartman.pdf,135,141,843,161,Increased customer base 40% by expanding vendor relationships to include medical software\,,14,Times,#000000,False,False,null,null
bartman.pdf,135,161,473,181,CRM software\, and IT equipment leasing.,14,Times,#000000,False,False,null,null
bartman.pdf,135,186,845,206,Augmented sales revenues through development and implementation of innovative vendor,14,Times,#000000,False,False,null,null
bartman.pdf,135,207,531,227,discount programs and creative financing options.,14,Times,#000000,False,False,null,null
bartman.pdf,135,232,683,252,Delivered gross margin of $150\,000 in funded transactions per quarter.,14,Times,#000000,False,False,null,null
bartman.pdf,81,270,280,290,AMPLICON Seattle\, WA,14,Times,#000000,False,False,null,null
bartman.pdf,748,270,841,290,2000 to 2001,14,Times,#000000,True,False,null,null
bartman.pdf,81,290,769,310,Global leader in information technology solutions offering international leasing and financing options.,14,Times,#000000,False,True,null,null
bartman.pdf,81,320,273,340,ACCOUNT MANAGER,14,Times,#000000,True,False,null,null
bartman.pdf,81,349,845,369,Managed end-of-lease buyout and refinancing options for $20 million loan portfolio comprised of,14,Times,#000000,False,False,null,null
bartman.pdf,81,369,842,389,information technology hardware and software. Created private label leasing programs and financing,14,Times,#000000,False,False,null,null
bartman.pdf,81,390,843,410,options to drive business development efforts. Structured bundled lease packages\, negotiated vendor,14,Times,#000000,False,False,null,null
bartman.pdf,81,410,365,430,recourse\, and closed qualified credits.,14,Times,#000000,False,False,null,null
bartman.pdf,81,439,265,459,Selected Accomplishments:,14,Times,#000000,False,True,null,null
bartman.pdf,135,464,843,484,Developed and introduced private label leasing programs that significantly increased clients,14,Times,#000000,False,False,null,null
bartman.pdf,135,485,720,505,revenue derived from CRM software products sector ACT and SalesLogix.,14,Times,#000000,False,False,null,null
bartman.pdf,135,510,824,530,Grew portfolio profit margin by 20% through highly effective end-of-lease negotiations.,14,Times,#000000,False,False,null,null
bartman.pdf,81,549,456,569,KBK CAPITAL CORPORATION Fort Worth\, TX,14,Times,#000000,False,False,null,null
bartman.pdf,748,549,844,569,1997 to 2000,14,Times,#000000,True,False,null,null
bartman.pdf,81,569,824,589,Premier provider of financing services to the plastics industry. A division of WA MU Equipment Finance.,14,Times,#000000,False,True,null,null
bartman.pdf,81,598,273,618,ACCOUNT EXECUTIVE,14,Times,#000000,True,False,null,null
bartman.pdf,81,627,845,647,Played key role in the launch of companys new Equipment Leasing division by quantifying and,14,Times,#000000,False,False,null,null
bartman.pdf,81,648,842,668,qualifying new markets. Established business contacts in target markets through telemarketing\, direct,14,Times,#000000,False,False,null,null
bartman.pdf,81,668,842,688,mail campaigns\, trade show participation\, and vendor relationships. Negotiated contracts\, priced and,14,Times,#000000,False,False,null,null
bartman.pdf,81,689,796,709,closed competitive lending proposals\, and prepared and submitted credit packages for approval.,14,Times,#000000,False,False,null,null
bartman.pdf,81,718,265,738,Selected Accomplishments:,14,Times,#000000,False,True,null,null
bartman.pdf,135,743,843,763,Authored and presented comprehensive business plan targeting the print industryplan was,14,Times,#000000,False,False,null,null
bartman.pdf,135,764,743,784,adopted by senior management and ultimately increased sales revenue by 25%.,14,Times,#000000,False,False,null,null
bartman.pdf,135,789,853,809,Recognized as Top Producer by the Organizational Productivity Institute\, while,14,Times,#000000,False,False,null,null
bartman.pdf,135,809,701,829,simultaneously earning company awards for consistently exceeding quota.,14,Times,#000000,False,False,null,null
bartman.pdf,330,858,592,882,EDUCATION & TRAINING,17,Times,#000000,True,False,null,null
bartman.pdf,282,907,644,927,UNIVERSITY OF WASHINGTON Seattle\, WA,14,Times,#000000,False,False,null,school
bartman.pdf,244,931,678,951,BACHELOR OF ARTS\, BUSINESS ADMINISTRATION,14,Times,#000000,True,False,null,degree
bartman.pdf,189,954,733,974,CONCENTRATION: MARKETING & INNOVATIVE TECHNOLOGY,14,Times,#000000,True,False,null,null
bartman.pdf,275,983,646,1003,OGANIZATIONAL PRODUCTIVITY INSTITUTE,14,Times,#000000,False,False,null,null
bartman.pdf,336,1008,591,1028,THE DALE CARNEGIE COURSE,14,Times,#000000,False,False,null,null
bartman.pdf,393,607,645,925,After,236,Times,#000000,False,False,null,null
bartman.pdf,342,1164,576,1178,Resume Contributed for Sample Purposes Only,10,Times,#aaaaaa,False,False,null,null
bartman.pdf,738,1164,910,1178,Written by AResumeWizard.com ,10,Times,#aaaaaa,False,False,null,null
ben.pdf,104,167,203,183,Ben N. Green,12,Times,#000000,True,False,null,name
ben.pdf,403,189,495,205,Contact Info,12,Times,#000000,True,False,null,null
ben.pdf,104,228,168,244,Address,12,Times,#000000,True,False,null,null
ben.pdf,307,228,706,244,: 182\, Saw Mill Rd\, West Haven\, 06516\, Connecticut\, USA.,12,Times,#000000,False,False,null,null
ben.pdf,104,250,211,266,Telephone No.,12,Times,#000000,True,False,null,null
ben.pdf,307,250,445,266,: (203) 739-86368,12,Times,#000000,False,False,null,null
ben.pdf,104,272,184,288,Mobile No.,12,Times,#000000,True,False,null,null
ben.pdf,307,272,415,288,: (853)7536276,12,Times,#000000,False,False,null,null
ben.pdf,104,293,148,309,Email,12,Times,#000000,True,False,null,null
ben.pdf,307,293,474,309,: bengreen@yahoo.com,12,Times,#000000,False,False,null,null
ben.pdf,374,337,523,353,Personal Particulars,12,Times,#000000,True,False,null,null
ben.pdf,104,376,136,392,Age,12,Times,#000000,True,False,null,null
ben.pdf,307,376,384,392,: 28 years,12,Times,#000000,False,False,null,null
ben.pdf,514,376,608,392,Date of Birth,12,Times,#000000,True,False,null,null
ben.pdf,667,376,769,392,: 17 Aug 1982,12,Times,#000000,False,False,null,null
ben.pdf,104,398,185,414,Nationality,12,Times,#000000,True,False,null,null
ben.pdf,307,398,377,414,: America,12,Times,#000000,False,False,null,null
ben.pdf,514,398,571,414,Gender,12,Times,#000000,True,False,null,null
ben.pdf,667,398,717,414,: Male,12,Times,#000000,False,False,null,null
ben.pdf,104,419,206,435,Marital Status,12,Times,#000000,True,False,null,null
ben.pdf,307,419,364,435,: Single,12,Times,#000000,False,False,null,null
ben.pdf,104,441,265,457,Permanent Residence,12,Times,#000000,True,False,null,null
ben.pdf,307,441,377,457,: America,12,Times,#000000,False,False,null,null
ben.pdf,358,485,539,501,Educational Background,12,Times,#000000,True,False,null,null
ben.pdf,104,528,146,544,Level,12,Times,#000000,True,False,null,null
ben.pdf,307,528,420,544,: Degree (Hons),12,Times,#000000,False,False,null,null
ben.pdf,104,550,207,566,Field of Study,12,Times,#000000,True,False,null,null
ben.pdf,307,550,444,566,: Engineering (Civil),12,Times,#000000,False,False,null,null
ben.pdf,104,571,148,587,Major,12,Times,#000000,True,False,null,null
ben.pdf,307,571,434,587,: Civil Engineering,12,Times,#000000,False,False,null,degree
ben.pdf,104,593,251,609,Institute / University,12,Times,#000000,True,False,null,null
ben.pdf,307,593,469,609,: University of Michigan,12,Times,#000000,False,False,null,school
ben.pdf,104,615,183,631,Located In,12,Times,#000000,True,False,null,null
ben.pdf,307,615,421,631,: Michigan\, USA,12,Times,#000000,False,False,null,null
ben.pdf,514,615,635,631,Graduation Date,12,Times,#000000,True,False,null,null
ben.pdf,667,615,752,631,: Dec 2005,12,Times,#000000,False,False,null,gradyear
ben.pdf,374,1038,524,1054,Employment History,12,Times,#000000,True,False,null,null
ben.pdf,108,1092,648,1108,(1) Company Name : America Marine Heavy Engineering Sdn. Bhd. (MMHE),12,Times,#000000,True,False,null,null
ben.pdf,140,1109,463,1125,Position Title : Civil & Structural Engineer,12,Times,#000000,True,False,null,null
ben.pdf,140,1127,569,1143,Specialization : Civil & Marine Engineering & Construction,12,Times,#000000,True,False,null,null
ben.pdf,140,109,467,125,Date Joined : November 2007 Present,12,Times,#000000,True,False,null,null
ben.pdf,140,126,285,142,Work Description :,12,Times,#000000,True,False,null,null
ben.pdf,140,178,742,194,(a) PROPOSED DESIGN \, CONSTRUCTION\, COMPLETION AND COMISSIONING OF,12,Times,#000000,True,False,null,null
ben.pdf,162,195,596,211,WEST FINGER PIER AND ASSOCIATED WORKS IN MMHE.,12,Times,#000000,True,False,null,null
ben.pdf,162,212,604,228,Project Management Team Site Engineer (April 2010 Present),12,Times,#000000,False,False,null,null
ben.pdf,190,249,789,265,Responsible for development of New Pier including civil and structural works such as,12,Times,#000000,False,False,null,null
ben.pdf,190,266,789,282,West Finger Pier (400m x 25m)\, Material Handling Quay (100m x 20m)\, Embarkation,12,Times,#000000,False,False,null,null
ben.pdf,190,284,789,300,Tower (2 nos x 36.0 m height)\, Substation (40m x 10m)\, Dredging (- 8.0m) and necessary,12,Times,#000000,False,False,null,null
ben.pdf,190,301,233,317,works,12,Times,#000000,False,False,null,null
ben.pdf,190,321,789,337,Assist and monitoring progress for every single activity at site in order to achieve the,12,Times,#000000,False,False,null,null
ben.pdf,190,338,270,354,target date.,12,Times,#000000,False,False,null,null
ben.pdf,190,358,789,374,Perform on site supervision by fulfill all requirements of input\, process and output,12,Times,#000000,False,False,null,null
ben.pdf,190,375,649,391,activities to ensure the project result is achieved as expected quality.,12,Times,#000000,False,False,null,null
ben.pdf,190,395,789,411,Coordinate with Material Coordinator and Quality Control Engineer to ensure all project,12,Times,#000000,False,False,null,null
ben.pdf,190,412,789,428,items applied and installed passed for the material testing and comply with specified,12,Times,#000000,False,False,null,null
ben.pdf,190,429,304,445,standard quality.,12,Times,#000000,False,False,null,null
ben.pdf,190,449,789,465,Commit on Weekly Progress meeting\, Job Safety Analysis meeting\, Quality Control,12,Times,#000000,False,False,null,null
ben.pdf,190,466,789,482,meeting\, Coordination meeting in order to control the project follow the standard quality,12,Times,#000000,False,False,null,null
ben.pdf,190,484,366,500,and company regulations.,12,Times,#000000,False,False,null,null
ben.pdf,190,503,789,519,Perform all Request Of Inspection (ROI) based on standard specification\, method,12,Times,#000000,False,False,null,null
ben.pdf,190,521,662,537,statement\, and shop drawing regarding on civil and structure activities.,12,Times,#000000,False,False,null,null
ben.pdf,190,540,789,556,Control every single site progress implementation by issuing Non Conformance Report,12,Times,#000000,False,False,null,null
ben.pdf,190,558,633,574,(NCR) and Notice Site Memo for all non complying item of project.,12,Times,#000000,False,False,null,null
ben.pdf,190,578,789,594,Managed project database and make analysis by interpretation percentage data in order,12,Times,#000000,False,False,null,null
ben.pdf,190,595,749,611,to monitor actual site progress by comparison project planning based on time-lining.,12,Times,#000000,False,False,null,null
ben.pdf,190,615,789,631,Performing in achieve ZERO Loss Time Injury (LTI)\, maintain manhours without LTI\, and,12,Times,#000000,False,False,null,null
ben.pdf,190,632,573,648,enforce all any compliances based on MMHE regulation.,12,Times,#000000,False,False,null,null
ben.pdf,190,651,790,667,Liaise with end user (Marine Service Department\, Technical Service Department\, QHSE,12,Times,#000000,False,False,null,null
ben.pdf,190,669,789,685,Department\, Security Department) in order to solve technical and upcoming issues at,12,Times,#000000,False,False,null,null
ben.pdf,190,686,222,702,site.,12,Times,#000000,False,False,null,null
ben.pdf,190,706,647,722,Prepared Close Out Report West finger Pier for final documentation.,12,Times,#000000,False,False,null,null
ben.pdf,140,809,618,825,(b) PROPOSED CUTTING AND ASSEMBLY WORKSHOP (WGSFT),12,Times,#000000,True,False,null,null
ben.pdf,133,826,706,842,Project Management Team - Structural Engineer (November 2007 March 2009),12,Times,#000000,False,False,null,null
ben.pdf,190,863,789,879,Prepare documentation for tender bit evaluation\, taking off structural works\, wastage,12,Times,#000000,False,False,null,null
ben.pdf,190,881,789,897,material and necessary works. Monitor the progress of works at site to archive delivery of,12,Times,#000000,False,False,null,null
ben.pdf,190,898,292,914,date schedule.,12,Times,#000000,False,False,null,null
ben.pdf,190,918,789,934,Control and ensure the correct procedure during fabrication of steel structure in order to,12,Times,#000000,False,False,null,null
ben.pdf,190,935,355,951,reduce structural defect.,12,Times,#000000,False,False,null,null
ben.pdf,190,955,732,971,Identify site technical problems/issues comprehensively before handover to client,12,Times,#000000,False,False,null,null
ben.pdf,190,975,738,991,Liaise with client\, consultant and subcontractors regarding technical issues at site.,12,Times,#000000,False,False,null,null
ben.pdf,190,994,644,1010,Coordinate works with end user and contractor to seek information.,12,Times,#000000,False,False,null,null
ben.pdf,190,1014,774,1030,Carried out site task on the project facilities workshop development during construction.,12,Times,#000000,False,False,null,null
ben.pdf,190,1034,789,1050,Perform in achieving zero Lost Injury Time (LRI)\, maintain manhours without LRI and,12,Times,#000000,False,False,null,null
ben.pdf,190,1051,474,1067,actively participate for all safety programs.,12,Times,#000000,False,False,null,null
ben.pdf,193,1071,731,1087,Ensure all the safety condition and enforce all any compliances based on MMHE,12,Times,#000000,False,False,null,null
ben.pdf,193,1088,267,1104,regulation.,12,Times,#000000,False,False,null,null
ben.pdf,193,1108,706,1124,Come out with material wastage taking off after completion of project for final,12,Times,#000000,False,False,null,null
ben.pdf,193,1125,296,1141,documentation,12,Times,#000000,False,False,null,null
ben.pdf,113,161,523,177,(2) Company Name : Hoh & Roh Construction Sdn. Bhd.,12,Times,#000000,True,False,null,null
ben.pdf,140,178,378,194,Position Title : Site Engineer,12,Times,#000000,True,False,null,null
ben.pdf,140,195,505,211,Specialization : Civil Engineering & Construction,12,Times,#000000,True,False,null,null
ben.pdf,140,212,459,228,Date Joined : July 2006 October 2006,12,Times,#000000,True,False,null,null
ben.pdf,135,229,284,245,Work Description :,12,Times,#000000,True,False,null,null
ben.pdf,135,264,789,280,(a) DESIGN\, CONSTRUCTION\, COMPLETION AND COMISSIONING OF INTEGRATED,12,Times,#000000,True,False,null,null
ben.pdf,162,281,789,297,CUSTOMS IMMIGRATION AND QUARANTINE COMPLEX AND ROAD BRIDGE,12,Times,#000000,True,False,null,null
ben.pdf,162,299,503,315,ASSOCIATED WORKS AT North Carolina\, USA.,12,Times,#000000,True,False,null,null
ben.pdf,190,336,643,352,Monitoring work progress at site in order to meet client requirement.,12,Times,#000000,False,False,null,null
ben.pdf,190,355,523,371,Prepared Taking Off based on construction works,12,Times,#000000,False,False,null,null
ben.pdf,190,375,664,391,Take a lead in evaluation progress with client representative to ensure,12,Times,#000000,False,False,null,null
ben.pdf,190,395,709,411,Liaise with client and subcontractors in order to solve technical issues at site.,12,Times,#000000,False,False,null,null
ben.pdf,190,415,593,431,Assist Project Manager in order to meet the target schedule.,12,Times,#000000,False,False,null,null
ben.pdf,190,434,604,450,Prepared documentation costing\, claim and material wastage.,12,Times,#000000,False,False,null,null
ben.pdf,113,503,358,519,(3) Company Name : Belk\, INC.,12,Times,#000000,True,False,null,null
ben.pdf,140,521,514,537,Position Title : Civil & Structural Design Engineer,12,Times,#000000,True,False,null,null
ben.pdf,140,538,421,554,Specialization : Design Engineering,12,Times,#000000,True,False,null,null
ben.pdf,140,555,472,571,Date Joined : February 2006 June 2006,12,Times,#000000,True,False,null,null
ben.pdf,140,572,285,588,Work Description :,12,Times,#000000,True,False,null,null
ben.pdf,190,610,789,626,Prepared and designed for structural and earthwork in order to meet the client,12,Times,#000000,False,False,null,null
ben.pdf,190,626,278,642,requirement.,12,Times,#000000,False,False,null,null
ben.pdf,190,646,789,662,Schedule\, initiate and coordinate with the relevant Government Agencies & Local,12,Times,#000000,False,False,null,null
ben.pdf,190,664,406,680,Authorities on the handing over.,12,Times,#000000,False,False,null,null
ben.pdf,190,683,789,699,Prepared a proper submission of documentation to get the local authorities approval such,12,Times,#000000,False,False,null,null
ben.pdf,190,701,497,717,as drawing\, required form by local authorities.,12,Times,#000000,False,False,null,null
ben.pdf,190,720,703,736,Liaise with the local authorities in order to meet the target schedule as given.,12,Times,#000000,False,False,null,null
ben.pdf,190,740,660,756,Perform in Weekly Progress meeting\, site visit for inspection purpose.,12,Times,#000000,False,False,null,null
ben.pdf,113,809,362,825,(4) Company Name : Belo Crop.,12,Times,#000000,True,False,null,null
ben.pdf,140,826,403,842,Position Title : Trainee Engineer,12,Times,#000000,True,False,null,null
ben.pdf,140,844,473,860,Specialization : Engineering & Construction,12,Times,#000000,True,False,null,null
ben.pdf,140,861,483,877,Date Joined : November 2003 April 2004,12,Times,#000000,True,False,null,null
ben.pdf,140,878,285,894,Work Description :,12,Times,#000000,True,False,null,null
ben.pdf,190,915,553,931,Prepared taking off estimation for project requirement.,12,Times,#000000,False,False,null,null
ben.pdf,190,935,784,951,Assist Project Engineer to verified Claims\, Variation Order for Subcontractors submission,12,Times,#000000,False,False,null,null
ben.pdf,190,955,513,971,Assist in performing site evaluation and site visit,12,Times,#000000,False,False,null,null
ben.pdf,190,975,629,991,Estimated material purchasing and pricing for tendering purpose.,12,Times,#000000,False,False,null,null
ben.pdf,190,994,548,1010,Liaise with local authorities for document submission.,12,Times,#000000,False,False,null,null
ben.pdf,394,1031,503,1047,Additional Info,12,Times,#000000,True,False,null,null
ben.pdf,119,1085,244,1101,Strength of Self :,12,Times,#000000,True,False,null,null
ben.pdf,188,1103,544,1119,Independent to work individually or involve as a team,12,Times,#000000,False,False,null,null
ben.pdf,188,1121,556,1137,Communication skill with local as well as with foreigner,12,Times,#000000,False,False,null,null
ben.pdf,188,110,643,126,Proactive to take responsibility regarding carried out the task project,12,Times,#000000,False,False,null,null
ben.pdf,188,128,538,144,Self motivated due to orientation to get achievement,12,Times,#000000,False,False,null,null
ben.pdf,188,146,663,162,Adaptable to make acclimatization on unfamiliar situation and condition,12,Times,#000000,False,False,null,null
ben.pdf,188,165,306,181,Good personality,12,Times,#000000,False,False,null,null
ben.pdf,122,216,229,232,Achievement :,12,Times,#000000,True,False,null,null
ben.pdf,188,235,727,251,CIDB America Confession as requirement to do or involve in construction project,12,Times,#000000,False,False,null,null
ben.pdf,188,253,695,269,MMHE Safety Induction Confession as a work requirement on the Shipyard.,12,Times,#000000,False,False,null,null
ben.pdf,188,271,423,287,Attended NIOSH course in MMHE.,12,Times,#000000,False,False,null,null
ben.pdf,119,340,171,356,Skills :,12,Times,#000000,True,False,null,null
ben.pdf,161,361,587,376,Computer : Microsoft (Word\, Excel\, Power Point\, Project),12,Times,#000000,False,False,null,null
ben.pdf,173,376,348,392,AutoCad,12,Times,#000000,False,False,null,null
ben.pdf,270,393,487,409,Primavera (Planning Software),12,Times,#000000,False,False,null,null
ben.pdf,270,410,530,426,Esteem (Structural Design Software),12,Times,#000000,False,False,null,null
ben.pdf,270,427,504,443,aaSidra (Traffic Design Software),12,Times,#000000,False,False,null,null
ben.pdf,161,449,399,464,Language : Malaysia\, English,12,Times,#000000,False,False,null,null
ben.pdf,104,1123,149,1139,Name,12,Times,#000000,True,False,null,null
ben.pdf,278,1123,398,1139,: John H. Barns,12,Times,#000000,False,False,null,null
ben.pdf,410,1044,495,1060,References,12,Times,#000000,True,False,null,null
ben.pdf,104,111,211,127,Telephone No.,12,Times,#000000,True,False,0,null
ben.pdf,278,111,410,127,: (850) 735474282,12,Times,#000000,False,False,null,null
ben.pdf,104,133,167,149,Position,12,Times,#000000,True,False,0,null
ben.pdf,278,133,406,149,: Project Manager,12,Times,#000000,False,False,null,null
ben.pdf,104,155,176,171,Company,12,Times,#000000,True,False,0,null
ben.pdf,278,155,602,171,: America Marine Heavy Engineering Sdn. Bhd.,12,Times,#000000,False,False,null,null
ben.pdf,104,211,149,227,Name,12,Times,#000000,True,False,0,null
ben.pdf,285,211,424,227,: Carlos L. Meldon,12,Times,#000000,False,False,null,null
ben.pdf,104,233,211,249,Telephone No.,12,Times,#000000,True,False,0,null
ben.pdf,285,233,426,249,: (850) 6864334256,12,Times,#000000,False,False,null,null
ben.pdf,104,254,167,270,Position,12,Times,#000000,True,False,0,null
ben.pdf,285,254,472,270,: Project Manager & Head,12,Times,#000000,False,False,null,null
